id_,label,filename,x1,y1,x2,y2,pose,truncated,occluded,difficult
2117,with_mask,maksssksksss351.xml,143,67,257,195,Unspecified,0,0,0
2118,without_mask,maksssksksss342.xml,28,53,54,81,Unspecified,0,0,0
2119,with_mask,maksssksksss342.xml,86,46,103,64,Unspecified,0,0,0
2120,with_mask,maksssksksss342.xml,103,49,116,62,Unspecified,0,0,0
2121,with_mask,maksssksksss342.xml,130,42,144,58,Unspecified,0,0,0
2122,with_mask,maksssksksss342.xml,72,93,99,120,Unspecified,0,0,0
2123,with_mask,maksssksksss342.xml,106,116,145,158,Unspecified,0,0,0
2124,with_mask,maksssksksss342.xml,152,48,162,60,Unspecified,0,0,0
2125,with_mask,maksssksksss342.xml,160,56,173,70,Unspecified,0,0,0
2126,with_mask,maksssksksss342.xml,184,64,203,91,Unspecified,0,0,0
2127,with_mask,maksssksksss342.xml,213,47,226,66,Unspecified,0,0,0
2128,with_mask,maksssksksss342.xml,252,95,287,130,Unspecified,0,0,0
2129,with_mask,maksssksksss342.xml,320,192,385,255,Unspecified,0,0,0
2130,with_mask,maksssksksss342.xml,297,62,320,85,Unspecified,0,0,0
2131,without_mask,maksssksksss487.xml,2,104,47,156,Unspecified,0,0,0
2132,with_mask,maksssksksss487.xml,51,61,121,133,Unspecified,0,0,0
2133,with_mask,maksssksksss487.xml,159,79,218,140,Unspecified,0,0,0
2134,with_mask,maksssksksss487.xml,215,81,270,139,Unspecified,0,0,0
2135,with_mask,maksssksksss487.xml,288,58,349,119,Unspecified,0,0,0
2136,with_mask,maksssksksss315.xml,124,110,184,173,Unspecified,0,0,0
2137,with_mask,maksssksksss315.xml,272,117,320,163,Unspecified,0,0,0
2138,without_mask,maksssksksss121.xml,11,48,41,75,Unspecified,0,0,0
2139,without_mask,maksssksksss121.xml,91,41,121,72,Unspecified,0,0,0
2140,without_mask,maksssksksss121.xml,176,56,204,83,Unspecified,0,0,0
2141,without_mask,maksssksksss121.xml,239,56,266,81,Unspecified,0,0,0
2142,without_mask,maksssksksss121.xml,301,62,329,87,Unspecified,0,0,0
2143,without_mask,maksssksksss121.xml,343,74,368,97,Unspecified,0,0,0
2144,without_mask,maksssksksss121.xml,387,82,400,107,Unspecified,0,0,0
2145,without_mask,maksssksksss795.xml,8,1,31,23,Unspecified,0,0,0
2146,with_mask,maksssksksss795.xml,9,91,31,119,Unspecified,0,0,0
2147,with_mask,maksssksksss795.xml,86,68,110,92,Unspecified,0,0,0
2148,with_mask,maksssksksss795.xml,101,7,126,34,Unspecified,0,0,0
2149,without_mask,maksssksksss795.xml,15,129,35,155,Unspecified,0,0,0
2150,with_mask,maksssksksss795.xml,1,245,18,284,Unspecified,0,0,0
2151,with_mask,maksssksksss795.xml,25,218,53,253,Unspecified,0,0,0
2152,mask_weared_incorrect,maksssksksss795.xml,47,198,69,231,Unspecified,0,0,0
2153,with_mask,maksssksksss795.xml,89,133,111,161,Unspecified,0,0,0
2154,with_mask,maksssksksss795.xml,185,30,210,53,Unspecified,0,0,0
2155,with_mask,maksssksksss795.xml,181,67,208,95,Unspecified,0,0,0
2156,with_mask,maksssksksss795.xml,189,113,214,141,Unspecified,0,0,0
2157,with_mask,maksssksksss795.xml,133,261,161,294,Unspecified,0,0,0
2158,with_mask,maksssksksss795.xml,195,211,224,239,Unspecified,0,0,0
2159,with_mask,maksssksksss795.xml,216,231,246,264,Unspecified,0,0,0
2160,with_mask,maksssksksss795.xml,254,133,276,159,Unspecified,0,0,0
2161,with_mask,maksssksksss795.xml,261,66,286,93,Unspecified,0,0,0
2162,with_mask,maksssksksss795.xml,299,63,323,93,Unspecified,0,0,0
2163,with_mask,maksssksksss795.xml,334,14,352,36,Unspecified,0,0,0
2164,with_mask,maksssksksss795.xml,362,90,389,115,Unspecified,0,0,0
2165,with_mask,maksssksksss795.xml,375,179,400,205,Unspecified,0,0,0
2166,without_mask,maksssksksss538.xml,27,81,33,86,Unspecified,0,0,0
2167,with_mask,maksssksksss538.xml,122,80,142,104,Unspecified,0,0,0
2168,with_mask,maksssksksss538.xml,249,57,275,86,Unspecified,0,0,0
2169,with_mask,maksssksksss241.xml,172,74,246,147,Unspecified,0,0,0
2170,with_mask,maksssksksss79.xml,60,121,87,148,Unspecified,0,0,0
2171,with_mask,maksssksksss79.xml,183,117,208,146,Unspecified,0,0,0
2172,with_mask,maksssksksss79.xml,239,165,256,183,Unspecified,0,0,0
2173,with_mask,maksssksksss79.xml,282,149,300,169,Unspecified,0,0,0
2174,with_mask,maksssksksss79.xml,330,100,356,128,Unspecified,0,0,0
2175,with_mask,maksssksksss551.xml,41,56,82,99,Unspecified,0,0,0
2176,with_mask,maksssksksss551.xml,149,108,186,146,Unspecified,0,0,0
2177,with_mask,maksssksksss551.xml,255,146,290,184,Unspecified,0,0,0
2178,with_mask,maksssksksss551.xml,342,143,378,178,Unspecified,0,0,0
2179,with_mask,maksssksksss551.xml,203,114,241,149,Unspecified,0,0,0
2180,with_mask,maksssksksss471.xml,65,71,100,113,Unspecified,0,0,0
2181,without_mask,maksssksksss471.xml,134,61,153,88,Unspecified,0,0,0
2182,without_mask,maksssksksss471.xml,168,35,194,68,Unspecified,0,0,0
2183,with_mask,maksssksksss471.xml,363,52,386,75,Unspecified,0,0,0
2184,with_mask,maksssksksss471.xml,336,78,357,95,Unspecified,0,0,0
2185,with_mask,maksssksksss847.xml,3,205,32,225,Unspecified,0,0,0
2186,with_mask,maksssksksss847.xml,35,178,63,208,Unspecified,0,0,0
2187,mask_weared_incorrect,maksssksksss847.xml,56,160,78,187,Unspecified,0,0,0
2188,without_mask,maksssksksss847.xml,28,98,48,119,Unspecified,0,0,0
2189,with_mask,maksssksksss847.xml,96,101,116,126,Unspecified,0,0,0
2190,with_mask,maksssksksss847.xml,93,40,116,61,Unspecified,0,0,0
2191,with_mask,maksssksksss847.xml,25,62,43,86,Unspecified,0,0,0
2192,with_mask,maksssksksss847.xml,3,54,16,74,Unspecified,0,0,0
2193,with_mask,maksssksksss847.xml,211,190,240,219,Unspecified,0,0,0
2194,with_mask,maksssksksss847.xml,195,172,221,194,Unspecified,0,0,0
2195,with_mask,maksssksksss847.xml,188,82,212,106,Unspecified,0,0,0
2196,with_mask,maksssksksss847.xml,181,40,206,61,Unspecified,0,0,0
2197,with_mask,maksssksksss847.xml,184,7,207,24,Unspecified,0,0,0
2198,with_mask,maksssksksss847.xml,254,38,276,63,Unspecified,0,0,0
2199,with_mask,maksssksksss847.xml,246,99,268,122,Unspecified,0,0,0
2200,with_mask,maksssksksss847.xml,288,37,312,63,Unspecified,0,0,0
2201,with_mask,maksssksksss847.xml,318,22,341,42,Unspecified,0,0,0
2202,with_mask,maksssksksss847.xml,345,61,372,84,Unspecified,0,0,0
2203,with_mask,maksssksksss847.xml,361,143,387,166,Unspecified,0,0,0
2204,without_mask,maksssksksss571.xml,122,196,210,319,Unspecified,0,0,0
2205,with_mask,maksssksksss50.xml,206,83,238,114,Unspecified,0,0,0
2206,with_mask,maksssksksss50.xml,226,51,262,82,Unspecified,0,0,0
2207,with_mask,maksssksksss675.xml,104,138,218,276,Unspecified,0,0,0
2208,with_mask,maksssksksss410.xml,34,153,62,176,Unspecified,0,0,0
2209,with_mask,maksssksksss410.xml,88,138,111,163,Unspecified,0,0,0
2210,with_mask,maksssksksss410.xml,139,207,168,234,Unspecified,0,0,0
2211,with_mask,maksssksksss410.xml,116,135,135,154,Unspecified,0,0,0
2212,with_mask,maksssksksss410.xml,135,103,152,121,Unspecified,0,0,0
2213,mask_weared_incorrect,maksssksksss410.xml,101,91,115,106,Unspecified,0,0,0
2214,with_mask,maksssksksss410.xml,58,109,72,127,Unspecified,0,0,0
2215,with_mask,maksssksksss410.xml,56,91,65,103,Unspecified,0,0,0
2216,with_mask,maksssksksss410.xml,80,81,89,91,Unspecified,0,0,0
2217,with_mask,maksssksksss410.xml,176,115,202,139,Unspecified,0,0,0
2218,with_mask,maksssksksss410.xml,205,96,221,115,Unspecified,0,0,0
2219,with_mask,maksssksksss410.xml,291,110,324,139,Unspecified,0,0,0
2220,with_mask,maksssksksss410.xml,366,131,381,154,Unspecified,0,0,0
2221,with_mask,maksssksksss410.xml,246,87,255,105,Unspecified,0,0,0
2222,with_mask,maksssksksss410.xml,217,62,231,78,Unspecified,0,0,0
2223,with_mask,maksssksksss410.xml,180,56,192,68,Unspecified,0,0,0
2224,with_mask,maksssksksss410.xml,121,63,130,76,Unspecified,0,0,0
2225,with_mask,maksssksksss410.xml,34,83,42,99,Unspecified,0,0,0
2226,with_mask,maksssksksss410.xml,26,70,34,82,Unspecified,0,0,0
2227,with_mask,maksssksksss410.xml,55,60,67,74,Unspecified,0,0,0
2228,with_mask,maksssksksss410.xml,87,53,95,62,Unspecified,0,0,0
2229,with_mask,maksssksksss836.xml,241,88,277,122,Unspecified,0,0,0
2230,with_mask,maksssksksss836.xml,150,186,179,218,Unspecified,0,0,0
2231,with_mask,maksssksksss836.xml,100,158,125,185,Unspecified,0,0,0
2232,with_mask,maksssksksss836.xml,201,68,231,102,Unspecified,0,0,0
2233,with_mask,maksssksksss836.xml,114,79,143,113,Unspecified,0,0,0
2234,with_mask,maksssksksss706.xml,22,128,67,174,Unspecified,0,0,0
2235,with_mask,maksssksksss706.xml,58,192,107,245,Unspecified,0,0,0
2236,with_mask,maksssksksss706.xml,114,113,140,141,Unspecified,0,0,0
2237,with_mask,maksssksksss706.xml,86,119,106,137,Unspecified,0,0,0
2238,with_mask,maksssksksss706.xml,113,83,132,103,Unspecified,0,0,0
2239,with_mask,maksssksksss706.xml,159,89,177,114,Unspecified,0,0,0
2240,with_mask,maksssksksss706.xml,147,86,159,99,Unspecified,0,0,0
2241,with_mask,maksssksksss706.xml,178,118,206,150,Unspecified,0,0,0
2242,with_mask,maksssksksss706.xml,236,89,263,121,Unspecified,0,0,0
2243,with_mask,maksssksksss706.xml,300,81,320,106,Unspecified,0,0,0
2244,with_mask,maksssksksss706.xml,287,142,324,179,Unspecified,0,0,0
2245,with_mask,maksssksksss706.xml,315,210,374,264,Unspecified,0,0,0
2246,with_mask,maksssksksss706.xml,349,92,365,111,Unspecified,0,0,0
2247,with_mask,maksssksksss706.xml,372,113,391,131,Unspecified,0,0,0
2248,with_mask,maksssksksss706.xml,368,162,401,219,Unspecified,0,0,0
2249,with_mask,maksssksksss706.xml,267,103,284,122,Unspecified,0,0,0
2250,with_mask,maksssksksss706.xml,375,89,390,101,Unspecified,0,0,0
2251,with_mask,maksssksksss694.xml,101,81,117,97,Unspecified,0,0,0
2252,with_mask,maksssksksss694.xml,155,101,169,116,Unspecified,0,0,0
2253,with_mask,maksssksksss694.xml,231,95,239,111,Unspecified,0,0,0
2254,with_mask,maksssksksss694.xml,274,121,287,131,Unspecified,0,0,0
2255,with_mask,maksssksksss694.xml,294,104,307,120,Unspecified,0,0,0
2256,with_mask,maksssksksss694.xml,367,126,377,139,Unspecified,0,0,0
2257,with_mask,maksssksksss800.xml,62,71,76,85,Unspecified,0,0,0
2258,with_mask,maksssksksss800.xml,184,76,198,92,Unspecified,0,0,0
2259,with_mask,maksssksksss800.xml,248,61,265,79,Unspecified,0,0,0
2260,with_mask,maksssksksss800.xml,317,65,334,81,Unspecified,0,0,0
2261,with_mask,maksssksksss119.xml,54,92,82,120,Unspecified,0,0,0
2262,with_mask,maksssksksss119.xml,132,47,153,71,Unspecified,0,0,0
2263,with_mask,maksssksksss119.xml,242,94,268,125,Unspecified,0,0,0
2264,with_mask,maksssksksss119.xml,254,51,266,64,Unspecified,0,0,0
2265,with_mask,maksssksksss119.xml,263,79,275,92,Unspecified,0,0,0
2266,without_mask,maksssksksss119.xml,302,81,330,107,Unspecified,0,0,0
2267,without_mask,maksssksksss119.xml,352,45,377,67,Unspecified,0,0,0
2268,with_mask,maksssksksss207.xml,34,87,51,103,Unspecified,0,0,0
2269,with_mask,maksssksksss207.xml,167,91,211,140,Unspecified,0,0,0
2270,with_mask,maksssksksss207.xml,281,95,316,125,Unspecified,0,0,0
2271,with_mask,maksssksksss207.xml,347,87,400,171,Unspecified,0,0,0
2272,with_mask,maksssksksss181.xml,70,58,93,82,Unspecified,0,0,0
2273,with_mask,maksssksksss181.xml,100,57,124,82,Unspecified,0,0,0
2274,without_mask,maksssksksss181.xml,271,43,305,80,Unspecified,0,0,0
2275,with_mask,maksssksksss94.xml,374,66,400,98,Unspecified,0,0,0
2276,with_mask,maksssksksss94.xml,305,58,337,93,Unspecified,0,0,0
2277,with_mask,maksssksksss94.xml,43,77,83,127,Unspecified,0,0,0
2278,with_mask,maksssksksss94.xml,110,95,171,169,Unspecified,0,0,0
2279,mask_weared_incorrect,maksssksksss94.xml,227,91,255,122,Unspecified,0,0,0
2280,without_mask,maksssksksss94.xml,267,74,290,96,Unspecified,0,0,0
2281,without_mask,maksssksksss51.xml,114,159,213,286,Unspecified,0,0,0
2282,with_mask,maksssksksss524.xml,244,165,292,220,Unspecified,0,0,0
2283,with_mask,maksssksksss524.xml,295,135,348,192,Unspecified,0,0,0
2284,with_mask,maksssksksss524.xml,365,118,389,148,Unspecified,0,0,0
2285,with_mask,maksssksksss524.xml,318,63,345,88,Unspecified,0,0,0
2286,with_mask,maksssksksss524.xml,366,55,379,75,Unspecified,0,0,0
2287,with_mask,maksssksksss524.xml,259,90,291,123,Unspecified,0,0,0
2288,with_mask,maksssksksss524.xml,244,47,262,69,Unspecified,0,0,0
2289,with_mask,maksssksksss524.xml,211,116,240,148,Unspecified,0,0,0
2290,with_mask,maksssksksss524.xml,133,116,162,151,Unspecified,0,0,0
2291,with_mask,maksssksksss524.xml,192,95,216,118,Unspecified,0,0,0
2292,with_mask,maksssksksss524.xml,89,112,113,134,Unspecified,0,0,0
2293,with_mask,maksssksksss524.xml,33,137,62,171,Unspecified,0,0,0
2294,with_mask,maksssksksss524.xml,10,100,32,123,Unspecified,0,0,0
2295,with_mask,maksssksksss524.xml,85,55,108,76,Unspecified,0,0,0
2296,with_mask,maksssksksss524.xml,133,39,154,61,Unspecified,0,0,0
2297,with_mask,maksssksksss524.xml,186,56,198,72,Unspecified,0,0,0
2298,with_mask,maksssksksss524.xml,207,66,220,84,Unspecified,0,0,0
2299,with_mask,maksssksksss524.xml,46,40,69,62,Unspecified,0,0,0
2300,with_mask,maksssksksss708.xml,1,39,54,137,Unspecified,0,0,0
2301,with_mask,maksssksksss708.xml,134,62,198,138,Unspecified,0,0,0
2302,with_mask,maksssksksss708.xml,209,59,276,134,Unspecified,0,0,0
2303,with_mask,maksssksksss437.xml,82,43,113,89,Unspecified,0,0,0
2304,with_mask,maksssksksss437.xml,131,111,147,131,Unspecified,0,0,0
2305,with_mask,maksssksksss437.xml,145,114,155,131,Unspecified,0,0,0
2306,with_mask,maksssksksss437.xml,205,109,232,139,Unspecified,0,0,0
2307,with_mask,maksssksksss437.xml,276,102,302,131,Unspecified,0,0,0
2308,with_mask,maksssksksss493.xml,62,165,182,315,Unspecified,0,0,0
2309,with_mask,maksssksksss255.xml,1,77,8,83,Unspecified,0,0,0
2310,with_mask,maksssksksss255.xml,43,82,51,89,Unspecified,0,0,0
2311,with_mask,maksssksksss255.xml,7,95,22,110,Unspecified,0,0,0
2312,with_mask,maksssksksss255.xml,33,115,45,130,Unspecified,0,0,0
2313,with_mask,maksssksksss255.xml,73,89,94,111,Unspecified,0,0,0
2314,with_mask,maksssksksss255.xml,88,78,97,90,Unspecified,0,0,0
2315,with_mask,maksssksksss255.xml,100,73,108,82,Unspecified,0,0,0
2316,with_mask,maksssksksss255.xml,128,78,133,84,Unspecified,0,0,0
2317,with_mask,maksssksksss255.xml,117,85,124,93,Unspecified,0,0,0
2318,with_mask,maksssksksss255.xml,122,99,136,115,Unspecified,0,0,0
2319,with_mask,maksssksksss255.xml,138,93,146,105,Unspecified,0,0,0
2320,with_mask,maksssksksss255.xml,149,91,172,113,Unspecified,0,0,0
2321,with_mask,maksssksksss255.xml,169,127,195,157,Unspecified,0,0,0
2322,mask_weared_incorrect,maksssksksss255.xml,176,84,181,89,Unspecified,0,0,0
2323,with_mask,maksssksksss255.xml,234,99,244,114,Unspecified,0,0,0
2324,with_mask,maksssksksss255.xml,254,87,262,97,Unspecified,0,0,0
2325,with_mask,maksssksksss255.xml,269,105,283,121,Unspecified,0,0,0
2326,with_mask,maksssksksss255.xml,308,112,372,181,Unspecified,0,0,0
2327,with_mask,maksssksksss255.xml,365,153,389,182,Unspecified,0,0,0
2328,with_mask,maksssksksss789.xml,32,24,59,54,Unspecified,0,0,0
2329,with_mask,maksssksksss789.xml,161,40,179,53,Unspecified,0,0,0
2330,with_mask,maksssksksss789.xml,272,53,288,70,Unspecified,0,0,0
2331,with_mask,maksssksksss789.xml,290,40,304,58,Unspecified,0,0,0
2332,with_mask,maksssksksss838.xml,142,161,253,324,Unspecified,0,0,0
2333,with_mask,maksssksksss486.xml,94,89,98,92,Unspecified,0,0,0
2334,without_mask,maksssksksss486.xml,18,92,26,98,Unspecified,0,0,0
2335,without_mask,maksssksksss486.xml,116,87,124,94,Unspecified,0,0,0
2336,with_mask,maksssksksss486.xml,142,70,164,92,Unspecified,0,0,0
2337,with_mask,maksssksksss486.xml,192,90,212,109,Unspecified,0,0,0
2338,with_mask,maksssksksss486.xml,259,99,274,112,Unspecified,0,0,0
2339,without_mask,maksssksksss486.xml,229,92,237,99,Unspecified,0,0,0
2340,with_mask,maksssksksss486.xml,376,96,384,102,Unspecified,0,0,0
2341,with_mask,maksssksksss408.xml,1,66,26,94,Unspecified,0,0,0
2342,with_mask,maksssksksss408.xml,19,46,44,73,Unspecified,0,0,0
2343,without_mask,maksssksksss408.xml,76,38,104,61,Unspecified,0,0,0
2344,with_mask,maksssksksss408.xml,129,37,148,55,Unspecified,0,0,0
2345,with_mask,maksssksksss408.xml,154,34,182,52,Unspecified,0,0,0
2346,with_mask,maksssksksss408.xml,151,64,180,89,Unspecified,0,0,0
2347,with_mask,maksssksksss408.xml,51,64,94,106,Unspecified,0,0,0
2348,with_mask,maksssksksss408.xml,195,64,228,92,Unspecified,0,0,0
2349,with_mask,maksssksksss408.xml,309,77,344,112,Unspecified,0,0,0
2350,without_mask,maksssksksss408.xml,256,45,283,69,Unspecified,0,0,0
2351,with_mask,maksssksksss497.xml,111,226,194,331,Unspecified,0,0,0
2352,with_mask,maksssksksss302.xml,199,124,242,169,Unspecified,0,0,0
2353,with_mask,maksssksksss302.xml,149,28,190,84,Unspecified,0,0,0
2354,without_mask,maksssksksss302.xml,266,52,278,69,Unspecified,0,0,0
2355,without_mask,maksssksksss578.xml,139,213,153,231,Unspecified,0,0,0
2356,with_mask,maksssksksss578.xml,191,117,222,154,Unspecified,0,0,0
2357,with_mask,maksssksksss578.xml,307,123,340,161,Unspecified,0,0,0
2358,with_mask,maksssksksss595.xml,46,78,65,96,Unspecified,0,0,0
2359,with_mask,maksssksksss595.xml,118,75,134,93,Unspecified,0,0,0
2360,with_mask,maksssksksss595.xml,157,76,173,96,Unspecified,0,0,0
2361,with_mask,maksssksksss595.xml,175,68,191,87,Unspecified,0,0,0
2362,with_mask,maksssksksss595.xml,243,77,260,96,Unspecified,0,0,0
2363,with_mask,maksssksksss595.xml,294,78,311,98,Unspecified,0,0,0
2364,with_mask,maksssksksss786.xml,38,222,67,247,Unspecified,0,0,0
2365,with_mask,maksssksksss786.xml,91,250,131,270,Unspecified,0,0,0
2366,with_mask,maksssksksss786.xml,177,71,221,107,Unspecified,0,0,0
2367,mask_weared_incorrect,maksssksksss786.xml,244,64,297,122,Unspecified,0,0,0
2368,with_mask,maksssksksss488.xml,188,51,211,76,Unspecified,0,0,0
2369,with_mask,maksssksksss488.xml,41,54,64,78,Unspecified,0,0,0
2370,with_mask,maksssksksss286.xml,76,72,113,110,Unspecified,0,0,0
2371,with_mask,maksssksksss286.xml,236,94,274,134,Unspecified,0,0,0
2372,with_mask,maksssksksss492.xml,60,154,161,278,Unspecified,0,0,0
2373,with_mask,maksssksksss811.xml,56,47,223,238,Unspecified,0,0,0
2374,with_mask,maksssksksss202.xml,15,158,35,187,Unspecified,0,0,0
2375,with_mask,maksssksksss202.xml,46,126,70,153,Unspecified,0,0,0
2376,with_mask,maksssksksss202.xml,92,99,120,132,Unspecified,0,0,0
2377,with_mask,maksssksksss202.xml,180,127,213,165,Unspecified,0,0,0
2378,with_mask,maksssksksss202.xml,300,135,332,169,Unspecified,0,0,0
2379,with_mask,maksssksksss202.xml,348,154,371,181,Unspecified,0,0,0
2380,with_mask,maksssksksss341.xml,67,197,160,318,Unspecified,0,0,0
2381,mask_weared_incorrect,maksssksksss112.xml,90,84,138,131,Unspecified,0,0,0
2382,with_mask,maksssksksss115.xml,24,67,47,91,Unspecified,0,0,0
2383,with_mask,maksssksksss115.xml,79,91,103,112,Unspecified,0,0,0
2384,with_mask,maksssksksss115.xml,109,80,128,101,Unspecified,0,0,0
2385,with_mask,maksssksksss115.xml,137,88,159,110,Unspecified,0,0,0
2386,with_mask,maksssksksss115.xml,179,107,205,134,Unspecified,0,0,0
2387,with_mask,maksssksksss115.xml,254,105,278,128,Unspecified,0,0,0
2388,with_mask,maksssksksss115.xml,221,78,244,100,Unspecified,0,0,0
2389,with_mask,maksssksksss115.xml,172,86,183,107,Unspecified,0,0,0
2390,with_mask,maksssksksss115.xml,185,85,209,104,Unspecified,0,0,0
2391,with_mask,maksssksksss156.xml,327,33,352,59,Unspecified,0,0,0
2392,with_mask,maksssksksss156.xml,27,47,47,65,Unspecified,0,0,0
2393,with_mask,maksssksksss156.xml,249,43,268,63,Unspecified,0,0,0
2394,with_mask,maksssksksss156.xml,278,73,291,87,Unspecified,0,0,0
2395,mask_weared_incorrect,maksssksksss156.xml,366,70,385,91,Unspecified,0,0,0
2396,mask_weared_incorrect,maksssksksss156.xml,181,40,203,67,Unspecified,0,0,0
2397,mask_weared_incorrect,maksssksksss156.xml,36,63,59,88,Unspecified,0,0,0
2398,without_mask,maksssksksss156.xml,1,45,19,64,Unspecified,0,0,0
2399,without_mask,maksssksksss156.xml,68,68,90,91,Unspecified,0,0,0
2400,without_mask,maksssksksss156.xml,87,55,102,71,Unspecified,0,0,0
2401,without_mask,maksssksksss156.xml,137,58,155,74,Unspecified,0,0,0
2402,without_mask,maksssksksss156.xml,233,50,250,67,Unspecified,0,0,0
2403,without_mask,maksssksksss156.xml,281,33,300,51,Unspecified,0,0,0
2404,with_mask,maksssksksss216.xml,8,64,43,93,Unspecified,0,0,0
2405,with_mask,maksssksksss216.xml,225,44,261,93,Unspecified,0,0,0
2406,with_mask,maksssksksss216.xml,208,52,225,77,Unspecified,0,0,0
2407,with_mask,maksssksksss216.xml,328,48,348,66,Unspecified,0,0,0
2408,without_mask,maksssksksss216.xml,138,55,169,82,Unspecified,0,0,0
2409,with_mask,maksssksksss8.xml,75,271,152,385,Unspecified,0,0,0
2410,with_mask,maksssksksss703.xml,17,85,59,129,Unspecified,0,0,0
2411,without_mask,maksssksksss703.xml,67,94,96,125,Unspecified,0,0,0
2412,without_mask,maksssksksss703.xml,96,167,139,208,Unspecified,0,0,0
2413,with_mask,maksssksksss703.xml,174,91,207,128,Unspecified,0,0,0
2414,with_mask,maksssksksss703.xml,212,69,238,100,Unspecified,0,0,0
2415,without_mask,maksssksksss703.xml,247,78,285,107,Unspecified,0,0,0
2416,with_mask,maksssksksss703.xml,312,82,331,112,Unspecified,0,0,0
2417,with_mask,maksssksksss703.xml,331,93,371,135,Unspecified,0,0,0
2418,without_mask,maksssksksss703.xml,384,116,400,156,Unspecified,0,0,0
2419,with_mask,maksssksksss703.xml,280,197,331,241,Unspecified,0,0,0
2420,with_mask,maksssksksss61.xml,3,151,51,234,Unspecified,0,0,0
2421,without_mask,maksssksksss61.xml,162,9,178,27,Unspecified,0,0,0
2422,with_mask,maksssksksss61.xml,117,7,141,26,Unspecified,0,0,0
2423,with_mask,maksssksksss61.xml,11,1,33,12,Unspecified,0,0,0
2424,with_mask,maksssksksss61.xml,93,37,114,59,Unspecified,0,0,0
2425,with_mask,maksssksksss61.xml,125,37,153,65,Unspecified,0,0,0
2426,without_mask,maksssksksss61.xml,228,48,244,67,Unspecified,0,0,0
2427,without_mask,maksssksksss61.xml,209,61,233,84,Unspecified,0,0,0
2428,with_mask,maksssksksss61.xml,264,27,287,53,Unspecified,0,0,0
2429,with_mask,maksssksksss61.xml,322,43,340,65,Unspecified,0,0,0
2430,with_mask,maksssksksss61.xml,295,117,328,146,Unspecified,0,0,0
2431,with_mask,maksssksksss61.xml,361,86,386,109,Unspecified,0,0,0
2432,with_mask,maksssksksss61.xml,185,99,213,130,Unspecified,0,0,0
2433,with_mask,maksssksksss619.xml,151,115,172,135,Unspecified,0,0,0
2434,with_mask,maksssksksss619.xml,241,126,262,146,Unspecified,0,0,0
2435,without_mask,maksssksksss619.xml,305,125,317,139,Unspecified,0,0,0
2436,with_mask,maksssksksss73.xml,142,66,164,111,Unspecified,0,0,0
2437,with_mask,maksssksksss73.xml,191,67,225,101,Unspecified,0,0,0
2438,with_mask,maksssksksss73.xml,308,82,329,127,Unspecified,0,0,0
2439,with_mask,maksssksksss545.xml,328,33,350,57,Unspecified,0,0,0
2440,mask_weared_incorrect,maksssksksss545.xml,366,70,384,92,Unspecified,0,0,0
2441,with_mask,maksssksksss545.xml,249,44,268,63,Unspecified,0,0,0
2442,with_mask,maksssksksss545.xml,278,71,292,87,Unspecified,0,0,0
2443,with_mask,maksssksksss545.xml,29,47,46,67,Unspecified,0,0,0
2444,mask_weared_incorrect,maksssksksss545.xml,37,63,59,88,Unspecified,0,0,0
2445,mask_weared_incorrect,maksssksksss545.xml,179,40,205,67,Unspecified,0,0,0
2446,without_mask,maksssksksss545.xml,68,67,90,91,Unspecified,0,0,0
2447,without_mask,maksssksksss545.xml,1,46,18,63,Unspecified,0,0,0
2448,without_mask,maksssksksss545.xml,137,57,155,76,Unspecified,0,0,0
2449,without_mask,maksssksksss545.xml,235,51,249,67,Unspecified,0,0,0
2450,without_mask,maksssksksss545.xml,282,33,301,51,Unspecified,0,0,0
2451,without_mask,maksssksksss545.xml,89,54,103,71,Unspecified,0,0,0
2452,with_mask,maksssksksss510.xml,27,32,93,101,Unspecified,0,0,0
2453,with_mask,maksssksksss510.xml,165,86,189,111,Unspecified,0,0,0
2454,with_mask,maksssksksss510.xml,231,89,259,127,Unspecified,0,0,0
2455,with_mask,maksssksksss510.xml,288,90,329,123,Unspecified,0,0,0
2456,without_mask,maksssksksss239.xml,91,208,189,317,Unspecified,0,0,0
2457,with_mask,maksssksksss599.xml,86,144,198,281,Unspecified,0,0,0
2458,with_mask,maksssksksss432.xml,181,75,247,148,Unspecified,0,0,0
2459,with_mask,maksssksksss531.xml,92,201,172,322,Unspecified,0,0,0
2460,with_mask,maksssksksss91.xml,62,11,96,52,Unspecified,0,0,0
2461,with_mask,maksssksksss91.xml,111,48,169,115,Unspecified,0,0,0
2462,with_mask,maksssksksss91.xml,200,1,248,43,Unspecified,0,0,0
2463,with_mask,maksssksksss91.xml,244,65,305,141,Unspecified,0,0,0
2464,with_mask,maksssksksss91.xml,290,101,342,185,Unspecified,0,0,0
2465,with_mask,maksssksksss285.xml,66,99,209,235,Unspecified,0,0,0
2466,with_mask,maksssksksss805.xml,38,3,90,55,Unspecified,0,0,0
2467,with_mask,maksssksksss805.xml,173,7,225,58,Unspecified,0,0,0
2468,with_mask,maksssksksss805.xml,307,7,351,53,Unspecified,0,0,0
2469,with_mask,maksssksksss805.xml,285,97,335,151,Unspecified,0,0,0
2470,with_mask,maksssksksss805.xml,175,101,225,148,Unspecified,0,0,0
2471,with_mask,maksssksksss805.xml,46,90,93,146,Unspecified,0,0,0
2472,with_mask,maksssksksss805.xml,49,195,93,225,Unspecified,0,0,0
